Q20	Q30	HFB_cubic	A	Z
0.0	0.0	18.490300000063144	260.0	100.0
0.0	3.0	16.959433252050076	260.0	100.0
0.0	6.0	17.000599999941187	260.0	100.0
0.0	9.0	19.81655723010772	260.0	100.0
0.0	12.0	23.177700000000186	260.0	100.0
0.0	15.0	24.76833107759012	260.0	100.0
0.0	18.0	25.316800000000512	260.0	100.0
0.0	21.0	26.0469051777618	260.0	100.0
0.0	24.0	27.08690000002389	260.0	100.0
0.0	27.0	28.429024162178393	260.0	100.0
0.0	30.0	29.230600000038976	260.0	100.0
0.0	33.0	28.997591864390415	260.0	100.0
0.0	36.0	28.609900000083144	260.0	100.0
0.0	39.0	29.15391208701476	260.0	100.0
0.0	42.0	30.51120000015362	260.0	100.0
0.0	45.0	32.03253507043701	260.0	100.0
0.0	48.0	33.66480000007141	260.0	100.0
0.0	51.0	35.01936297696375	260.0	100.0
0.0	54.0	36.48470000005909	260.0	100.0
0.0	57.0	38.163431356239016	260.0	100.0
0.0	60.0	39.73930000013206	260.0	100.0
2.0	0.0	16.050743643630994	260.0	100.0
2.0	3.0	15.562754797691014	260.0	100.0
2.0	6.0	16.518771622038912	260.0	100.0
2.0	9.0	19.255140064895386	260.0	100.0
2.0	12.0	22.57454931954271	260.0	100.0
2.0	15.0	25.050984059053008	260.0	100.0
2.0	18.0	26.556208407433587	260.0	100.0
2.0	21.0	27.51403557145386	260.0	100.0
2.0	24.0	28.572640396872885	260.0	100.0
2.0	27.0	29.87982212920906	260.0	100.0
2.0	30.0	30.44527663079498	260.0	100.0
2.0	33.0	29.65632945210382	260.0	100.0
2.0	36.0	28.52773030559183	260.0	100.0
2.0	39.0	28.23925410202355	260.0	100.0
2.0	42.0	28.75254930619849	260.0	100.0
2.0	45.0	29.799392019223887	260.0	100.0
2.0	48.0	31.04395430146542	260.0	100.0
2.0	51.0	32.78796869023063	260.0	100.0
2.0	54.0	34.822582866152516	260.0	100.0
2.0	57.0	36.782557417667704	260.0	100.0
2.0	60.0	38.6012458280602	260.0	100.0
4.0	0.0	13.799299999838695	260.0	100.0
4.0	3.0	14.32919202040648	260.0	100.0
4.0	6.0	16.086899999936577	260.0	100.0
4.0	9.0	18.57844401348848	260.0	100.0
4.0	12.0	21.69479999996838	260.0	100.0
4.0	15.0	25.02868953633879	260.0	100.0
4.0	18.0	27.56100000004517	260.0	100.0
4.0	21.0	28.842963257426163	260.0	100.0
4.0	24.0	30.026499999978114	260.0	100.0
4.0	27.0	31.4192373851547	260.0	100.0
4.0	30.0	31.887000000060652	260.0	100.0
4.0	33.0	30.68976206726802	260.0	100.0
4.0	36.0	29.046500000084052	260.0	100.0
4.0	39.0	28.276454971084604	260.0	100.0
4.0	42.0	28.203300000037416	260.0	100.0
4.0	45.0	28.749906228578766	260.0	100.0
4.0	48.0	29.340500000063912	260.0	100.0
4.0	51.0	31.01177769806236	260.0	100.0
4.0	54.0	33.129900000058115	260.0	100.0
4.0	57.0	35.08964300561638	260.0	100.0
4.0	60.0	37.07590000019991	260.0	100.0
6.0	0.0	12.02562535731704	260.0	100.0
6.0	3.0	12.908145615074318	260.0	100.0
