Q20	Q30	HFB_cubic	A	Z
0.0	0.0	9.79279999998107	230.0	96.0
0.0	3.0	7.058478172315517	230.0	96.0
0.0	6.0	6.865699999951175	230.0	96.0
0.0	9.0	10.297568975496688	230.0	96.0
0.0	12.0	14.7841000000044	230.0	96.0
0.0	15.0	17.80458593799267	230.0	96.0
0.0	18.0	19.51459999992221	230.0	96.0
0.0	21.0	20.5718089826114	230.0	96.0
0.0	24.0	20.84990000007383	230.0	96.0
0.0	27.0	20.551966159779113	230.0	96.0
0.0	30.0	20.1999000000651	230.0	96.0
0.0	33.0	20.94954376613896	230.0	96.0
0.0	36.0	22.36419999996724	230.0	96.0
0.0	39.0	23.752818116015987	230.0	96.0
0.0	42.0	25.13689999995404	230.0	96.0
0.0	45.0	26.22471290836984	230.0	96.0
0.0	48.0	27.24469999993744	230.0	96.0
0.0	51.0	28.1012975704798	230.0	96.0
0.0	54.0	29.30549999998766	230.0	96.0
0.0	57.0	31.494914841168793	230.0	96.0
0.0	60.0	34.08470000003581	230.0	96.0
2.0	0.0	7.188820987590589	230.0	96.0
2.0	3.0	4.813832495827228	230.0	96.0
2.0	6.0	5.216742068252643	230.0	96.0
2.0	9.0	9.090138081941404	230.0	96.0
2.0	12.0	14.03908125848102	230.0	96.0
2.0	15.0	17.272549596978934	230.0	96.0
2.0	18.0	19.26932953938376	230.0	96.0
2.0	21.0	21.247868995793397	230.0	96.0
2.0	24.0	22.429971626392216	230.0	96.0
2.0	27.0	21.73783032769279	230.0	96.0
2.0	30.0	20.76412135841383	230.0	96.0
2.0	33.0	20.679632463812595	230.0	96.0
2.0	36.0	21.223428095079726	230.0	96.0
2.0	39.0	21.944174763571937	230.0	96.0
2.0	42.0	22.741070913150907	230.0	96.0
2.0	45.0	24.07362774387002	230.0	96.0
2.0	48.0	25.462778244153014	230.0	96.0
2.0	51.0	26.817718699661782	230.0	96.0
2.0	54.0	28.476796366085182	230.0	96.0
2.0	57.0	30.45460204598203	230.0	96.0
2.0	60.0	32.83308108885831	230.0	96.0
